,ArticleIds,AuthorList,DOI,EPubDate,FullJournalName,Id,Issue,Item,Pages,PubDate,SO,Source,Title,Volume
1068,"{'pubmed': [], 'medline': [], 'pmid': '22461484', 'doi': '10.1093/schbul/sbs050', 'pmcid': 'PMC3406538'}","['Varese F', 'Smeets F', 'Drukker M', 'Lieverse R', 'Lataster T', 'Viechtbauer W', 'Read J', 'van Os J', 'Bentall RP']",10.1093/schbul/sbs050,2012 Mar 29,Schizophrenia Bulletin,3406538,4,[],661-671,2012 Mar 29,2012 Mar 29;38(4):661-671,Schizophr Bull,"Childhood Adversities Increase the Risk of Psychosis: A Meta-analysis of Patient-Control, Prospective- and Cross-sectional Cohort Studies",38
1069,"{'pubmed': [], 'medline': [], 'pmid': '22470351', 'doi': '10.3389/fphys.2012.00071', 'pmcid': 'PMC3313477'}",['Billman GE'],10.3389/fphys.2012.00071,2012 Mar 27,Frontiers in Physiology,3313477,,[],71,2012 Mar 27,2012 Mar 27;3:71,Front Physiol,Effect of Dietary Omega-3 Polyunsaturated Fatty Acids on Heart Rate and Heart Rate Variability in Animals Susceptible or Resistant to Ventricular Fibrillation,3
1070,"{'pubmed': [], 'medline': [], 'pmid': '22448986', 'doi': '10.1037/a0027703', 'pmcid': 'PMC3912743', 'MID': 'NIHMS449720'}","['El-Sheikh M', 'Keiley M', 'Erath S', 'Dyer WJ']",10.1037/a0027703,2012 Mar 26,Developmental psychology,3912743,1,[],92-108,2012 Mar 26,2012 Mar 26;49(1):92-108,Dev Psychol,Marital Conflict and Growth in Children's Internalizing Symptoms: The Role of Autonomic Nervous System Activity,49
1071,"{'pubmed': [], 'medline': [], 'pmid': '22461774', 'doi': '10.3389/fneng.2012.00004', 'pmcid': 'PMC3309925'}","['Laurino M', 'Menicucci D', 'Mastorci F', 'Allegrini P', 'Piarulli A', 'Scilingo EP', 'Bedini R', 'Pingitore A', 'Passera M', ""L'Abbate A"", 'Gemignani A']",10.3389/fneng.2012.00004,2012 Mar 21,Frontiers in Neuroengineering,3309925,,[],4,2012 Mar 21,2012 Mar 21;5:4,Front Neuroeng,Mind-body relationships in elite apnea divers during breath holding: a study of autonomic responses to acute hypoxemia,5
1072,"{'pubmed': [], 'medline': [], 'pmid': '24748915', 'doi': '10.1037/a0027706', 'pmcid': 'PMC3988280', 'MID': 'NIHMS359135'}","['Meston CM', 'Lorenz TA']",10.1037/a0027706,2012 Mar 19,"Psychological trauma : theory, research, practice and policy",3988280,4,[],350-358,2012 Mar 19,2012 Mar 19;5(4):350-358,Psychol Trauma,Physiological stress responses predict sexual functioning and satisfaction differently in women who have and have not been sexually abused in childhood,5
1073,"{'pubmed': [], 'medline': [], 'pmid': '22457646', 'doi': '10.3389/fnhum.2012.00054', 'pmcid': 'PMC3307046'}","['Libby DJ', 'Worhunsky PD', 'Pilver CE', 'Brewer JA']",10.3389/fnhum.2012.00054,2012 Mar 19,Frontiers in Human Neuroscience,3307046,,[],54,2012 Mar 19,2012 Mar 19;6:54,Front Hum Neurosci,Meditation-induced changes in high-frequency heart rate variability predict smoking outcomes,6
1074,"{'pubmed': [], 'medline': [], 'pmid': '22438935', 'doi': '10.1371/journal.pone.0033459', 'pmcid': 'PMC3306403'}","['Bär KJ', 'Rachow T', 'Schulz S', 'Bassarab K', 'Haufe S', 'Berger S', 'Koch K', 'Voss A']",10.1371/journal.pone.0033459,2012 Mar 16,PLoS ONE,3306403,3,[],e33459,2012 Mar 16,2012 Mar 16;7(3):e33459,PLoS One,The Phrenic Component of Acute Schizophrenia – A Name and Its Physiological Reality,7
1075,"{'pubmed': [], 'medline': [], 'pmid': '22424877', 'doi': '10.1016/j.pain.2011.12.017', 'pmcid': 'PMC4219317', 'MID': 'NIHMS349672'}","['Gray L', 'Lang CW', 'Porges SW']",10.1016/j.pain.2011.12.017,2012 Mar 15,Pain,4219317,5,[],960-966,2012 Mar 15,2012 Mar 15;153(5):960-966,Pain,Warmth is Analgesic in Healthy Newborns,153
1076,"{'pubmed': [], 'medline': [], 'pmid': '22416233', 'doi': '10.3389/fphys.2012.00045', 'pmcid': 'PMC3299415'}","['Cabiddu R', 'Cerutti S', 'Viardot G', 'Werner S', 'Bianchi AM']",10.3389/fphys.2012.00045,2012 Mar 9,Frontiers in Physiology,3299415,,[],45,2012 Mar 9,2012 Mar 9;3:45,Front Physiol,Modulation of the Sympatho-Vagal Balance during Sleep: Frequency Domain Study of Heart Rate Variability and Respiration,3
1077,"{'pubmed': [], 'medline': [], 'pmid': '22398300', 'doi': '10.1016/j.chiabu.2011.09.012', 'pmcid': 'PMC3345516', 'MID': 'NIHMS354446'}","['Shenk CE', 'Putnam FW', 'Noll JG']",10.1016/j.chiabu.2011.09.012,2012 Mar 6,Child abuse & neglect,3345516,2,[],118-126,2012 Mar 6,2012 Mar 6;36(2):118-126,Child Abuse Negl,Experiential Avoidance and the Relationship between Child Maltreatment and PTSD Symptoms: Preliminary Evidence,36
1078,"{'pubmed': [], 'medline': [], 'pmid': '22388694', 'doi': '10.1038/ijos.2012.7', 'pmcid': 'PMC3412660'}","['Hanamoto H', 'Niwa H', 'Sugimura M', 'Morimoto Y']",10.1038/ijos.2012.7,2012 Mar 2,International Journal of Oral Science,3412660,1,[],24-29,2012 Mar 2,2012 Mar 2;4(1):24-29,Int J Oral Sci,Autonomic and cardiovascular effects of pentobarbital anesthesia during trigeminal stimulation in cats,4
1079,"{'pubmed': [], 'medline': [], 'pmid': '22447474', 'doi': '10.5830/CVJA-2011-018', 'pmcid': 'PMC3721889'}","['Sookan T', 'Mckune AJ']",10.5830/CVJA-2011-018,,Cardiovascular Journal of Africa,3721889,2,[],67-72,2012 Mar,2012 Mar;23(2):67-72,Cardiovasc J Afr,Heart rate variability in physically active individuals: reliability and gender characteristics,23
1080,"{'pubmed': [], 'medline': [], 'pmid': '23646002', 'doi': '10.1111/j.1532-7078.2012.00118.x', 'pmcid': 'PMC3640595', 'MID': 'NIHMS355087'}","['Schuetze P', 'Eiden RD', 'Colder CR', 'Gray TR', 'Huestis MA']",10.1111/j.1532-7078.2012.00118.x,2012 Feb 29,Infancy : the official journal of the International Society on Infant Studies,3640595,2,[],233-255,2012 Feb 29,2012 Feb 29;18(2):233-255,Infancy,Physiological Regulation at 9 Months of Age in Infants Prenatally Exposed to Cigarettes,18
1081,"{'pubmed': [], 'medline': [], 'pmid': '22426223', 'doi': '10.1038/ncomms1705', 'pmcid': 'PMC3518900', 'MID': 'NIHMS424655'}","['Bashan A', 'Bartsch RP', 'Kantelhardt JW', 'Havlin S', 'Ivanov PC']",10.1038/ncomms1705,2012 Feb 28,Nature communications,3518900,,[],702,2012 Feb 28,2012 Feb 28;3:702,Nat Commun,Network physiology reveals relations between network topology and physiological function,3
1082,"{'pubmed': [], 'medline': [], 'pmid': '22375128', 'doi': '10.3389/fphys.2012.00041', 'pmcid': 'PMC3286819'}","['Huikuri HV', 'Stein PK']",10.3389/fphys.2012.00041,2012 Feb 27,Frontiers in Physiology,3286819,,[],41,2012 Feb 27,2012 Feb 27;3:41,Front Physiol,Clinical Application of Heart Rate Variability after Acute Myocardial Infarction,3
1083,"{'pubmed': [], 'medline': [], 'pmid': '22387929', 'doi': '10.1016/j.biopsycho.2012.02.010', 'pmcid': 'PMC3327158', 'MID': 'NIHMS364825'}","['Kubzansky LD', 'Mendes WB', 'Appleton AA', 'Block J', 'Adler GK']",10.1016/j.biopsycho.2012.02.010,2012 Feb 23,Biological Psychology,3327158,1,[],1-9,2012 Feb 23,2012 Feb 23;90(1):1-9,Biol Psychol,A Heartfelt Response: Oxytocin Effects on Response to Social Stress in Men and Women,90
1084,"{'pubmed': [], 'medline': [], 'pmid': '22390944', 'doi': '10.1016/j.neuroscience.2012.02.020', 'pmcid': 'PMC3352601', 'MID': 'NIHMS365707'}","['Dergacheva O', 'Bateman R', 'Byrne P', 'Mendelowitz D']",10.1016/j.neuroscience.2012.02.020,2012 Feb 21,Neuroscience,3352601,,[],12-20,2012 Feb 21,2012 Feb 21;209:12-20,Neuroscience,Orexinergic modulation of GABAergic neurotransmission to cardiac vagal neurons in the brainstem nucleus ambiguus changes during development,209
1085,"{'pubmed': [], 'medline': [], 'pmid': '22350435', 'doi': '10.1007/s11517-012-0866-z', 'pmcid': 'PMC3341131', 'MID': 'NIHMS364589'}","['Kodituwakku S', 'Lazar SW', 'Indic P', 'Chen Z', 'Brown EN', 'Barbieri R']",10.1007/s11517-012-0866-z,2012 Feb 21,Medical & biological engineering & computing,3341131,3,[],261-275,2012 Feb 21,2012 Feb 21;50(3):261-275,Med Biol Eng Comput,Point Process Time-Frequency Analysis Of Dynamic Respiratory Patterns During Meditation Practice,50
1086,"{'pubmed': [], 'medline': [], 'pmid': '22454685', 'doi': '10.1155/2012/817378', 'pmcid': 'PMC3290927'}","['Gao XY', 'Liu K', 'Zhu B', 'Litscher G']",10.1155/2012/817378,2012 Feb 21,Evidence-based Complementary and Alternative Medicine : eCAM,3290927,,[],817378,2012 Feb 21,2012 Feb 21;2012:817378,Evid Based Complement Alternat Med,Sino-European Transcontinental Basic and Clinical High-Tech Acupuncture Studies—Part 1: Auricular Acupuncture Increases Heart Rate Variability in Anesthetized Rats,2012
1087,"{'pubmed': [], 'medline': [], 'pmid': '22355326', 'doi': '10.1371/journal.pone.0030777', 'pmcid': 'PMC3280258'}","['Kemp AH', 'Quintana DS', 'Felmingham KL', 'Matthews S', 'Jelinek HF']",10.1371/journal.pone.0030777,2012 Feb 15,PLoS ONE,3280258,2,[],e30777,2012 Feb 15,2012 Feb 15;7(2):e30777,PLoS One,"Depression, Comorbid Anxiety Disorders, and Heart Rate Variability in Physically Healthy, Unmedicated Patients: Implications for Cardiovascular Risk",7
1088,"{'pubmed': [], 'medline': [], 'pmid': '22329384', 'doi': '10.1037/a0026472', 'pmcid': 'PMC5264525', 'MID': 'NIHMS842221'}","['Blair C', 'Raver CC']",10.1037/a0026472,2012 Feb 13,Developmental psychology,5264525,3,[],647-657,2012 Feb 13,2012 Feb 13;48(3):647-657,Dev Psychol,Individual Development and Evolution: Experiential Canalization of Self-Regulation,48
1089,"{'pubmed': [], 'medline': [], 'pmid': '22328805', 'doi': '10.1111/j.1467-9507.2011.00593.x', 'pmcid': 'PMC3275886', 'MID': 'NIHMS263259'}","['Blankson AN', 'O’Brien M', 'Leerkes EM', 'Marcovitch S', 'Calkins SD']",10.1111/j.1467-9507.2011.00593.x,,"Social development (Oxford, England)",3275886,1,[],1-20,2012 Feb 1,2012 Feb 1;21(1):1-20,Soc Dev,Differentiating Processes of Control and Understanding in the Early Development of Emotion and Cognition,21
1090,"{'pubmed': [], 'medline': [], 'pmid': '22375120', 'doi': '10.3389/fphys.2012.00004', 'pmcid': 'PMC3269663'}","['Chen Z', 'Purdon PL', 'Brown EN', 'Barbieri R']",10.3389/fphys.2012.00004,2012 Feb 1,Frontiers in Physiology,3269663,,[],4,2012 Feb 1,2012 Feb 1;3:4,Front Physiol,A Unified Point Process Probabilistic Framework to Assess Heartbeat Dynamics and Autonomic Cardiovascular Control,3
1091,"{'pubmed': [], 'medline': [], 'pmid': '22294807', 'doi': '10.5665/sleep.1616', 'pmcid': 'PMC3250356'}","['Yiallourou SR', 'Sands SA', 'Walker AM', 'Horne RS']",10.5665/sleep.1616,2012 Feb 1,Sleep,3250356,2,[],177-186,2012 Feb 1,2012 Feb 1;35(2):177-186,Sleep,Maturation of Heart Rate and Blood Pressure Variability during Sleep in Term-Born Infants,35
1092,"{'pubmed': [], 'medline': [], 'pmid': '22289913', 'doi': '10.1113/jphysiol.2011.222422', 'pmcid': 'PMC3573317'}","['Ben-Tal A', 'Shamailov SS', 'Paton JF']",10.1113/jphysiol.2011.222422,2012 Jan 30,The Journal of Physiology,3573317,Pt 8,[],1989-2008,2012 Jan 30,2012 Jan 30;590(Pt 8):1989-2008,J Physiol,Evaluating the physiological significance of respiratory sinus arrhythmia: looking beyond ventilation–perfusion efficiency,590
1093,"{'pubmed': [], 'medline': [], 'pmid': '22286850', 'doi': '10.1097/PSY.0b013e318240803a', 'pmcid': 'PMC3674026', 'MID': 'NIHMS471222'}","['Kamkwalala A', 'Norrholm SD', 'Poole JM', 'Brown A', 'Donley S', 'Duncan E', 'Bradley B', 'Ressler KJ', 'Jovanovic T']",10.1097/PSY.0b013e318240803a,2012 Jan 27,Psychosomatic medicine,3674026,2,[],153-159,2012 Jan 27,2012 Jan 27;74(2):153-159,Psychosom Med,Dark-Enhanced Startle Responses and Heart Rate Variability in a Traumatized Civilian Sample: Putative Sex-Specific Correlates of Posttraumatic Stress Disorder,74
1094,"{'pubmed': [], 'medline': [], 'pmid': '22305881', 'doi': '10.1016/j.ejphar.2012.01.008', 'pmcid': 'PMC3288554', 'MID': 'NIHMS352432'}","['El-Mas MM', 'Abdel-Rahman AA']",10.1016/j.ejphar.2012.01.008,2012 Jan 24,European Journal of Pharmacology,3288554,1-3,[],95-100,2012 Jan 24,2012 Jan 24;679(1-3):95-100,Eur J Pharmacol,Exacerbation of myocardial dysfunction and autonomic imbalance contribute to the estrogen-dependent chronic hypotensive effect of ethanol in female rats,679
1095,"{'pubmed': [], 'medline': [], 'pmid': '22264436', 'doi': '10.1016/j.earlhumdev.2011.12.017', 'pmcid': 'PMC3753784', 'MID': 'NIHMS474547'}","['Gustafson KM', 'May LE', 'Yeh HW', 'Million SK', 'Allen JJ']",10.1016/j.earlhumdev.2011.12.017,2012 Jan 20,Early human development,3753784,7,[],539-546,2012 Jan 20,2012 Jan 20;88(7):539-546,Early Hum Dev,Fetal Cardiac Autonomic Control during Breathing and Non-Breathing Epochs: The Effect of Maternal Exercise,88
1096,"{'pubmed': [], 'medline': [], 'pmid': '22267392', 'doi': '10.1152/japplphysiol.01424.2010', 'pmcid': 'PMC3331590'}","['Friedman L', 'Dick TE', 'Jacono FJ', 'Loparo KA', 'Yeganeh A', 'Fishman M', 'Wilson CG', 'Strohl KP']",10.1152/japplphysiol.01424.2010,2012 Jan 19,Journal of Applied Physiology,3331590,8,[],1248-1257,2012 Jan 19,2012 Jan 19;112(8):1248-1257,J Appl Physiol (1985),Cardio-ventilatory coupling in young healthy resting subjects,112
1097,"{'pubmed': [], 'medline': [], 'pmid': '22272345', 'doi': '10.1371/journal.pone.0030413', 'pmcid': 'PMC3260299'}","['van Dijk AE', 'van Eijsden M', 'Stronks K', 'Gemke RJ', 'Vrijkotte TG']",10.1371/journal.pone.0030413,2012 Jan 17,PLoS ONE,3260299,1,[],e30413,2012 Jan 17,2012 Jan 17;7(1):e30413,PLoS One,Prenatal Stress and Balance of the Child's Cardiac Autonomic Nervous System at Age 5-6 Years,7
1098,"{'pubmed': [], 'medline': [], 'pmid': '22291847', 'doi': '10.1155/2012/501986', 'pmcid': 'PMC3265094'}","['Melville GW', 'Chang D', 'Colagiuri B', 'Marshall PW', 'Cheema BS']",10.1155/2012/501986,2012 Jan 16,Evidence-based Complementary and Alternative Medicine : eCAM,3265094,,[],501986,2012 Jan 16,2012 Jan 16;2012:501986,Evid Based Complement Alternat Med,Fifteen Minutes of Chair-Based Yoga Postures or Guided Meditation Performed in the Office Can Elicit a Relaxation Response,2012
1099,"{'pubmed': [], 'medline': [], 'pmid': '22236441', 'doi': '10.1186/1475-925X-11-2', 'pmcid': 'PMC3268104'}","['Karlsson M', 'Hörnsten R', 'Rydberg A', 'Wiklund U']",10.1186/1475-925X-11-2,2012 Jan 11,BioMedical Engineering OnLine,3268104,,[],2,2012 Jan 11,2012 Jan 11;11:2,Biomed Eng Online,Automatic filtering of outliers in RR intervals before analysis of heart rate variability in Holter recordings: a comparison with carefully edited data,11
1100,"{'pubmed': [], 'medline': [], 'pmid': '22231359', 'doi': '10.1007/s10877-011-9332-y', 'pmcid': 'PMC3268017'}","['Addison PS', 'Watson JN', 'Mestek ML', 'Mecca RS']",10.1007/s10877-011-9332-y,2012 Jan 10,Journal of Clinical Monitoring and Computing,3268017,1,[],45-51,2012 Jan 10,2012 Jan 10;26(1):45-51,J Clin Monit Comput,Developing an algorithm for pulse oximetry derived respiratory rate (RRoxi): a healthy volunteer study,26
1101,"{'pubmed': [], 'medline': [], 'pmid': '22229928', 'doi': '10.1037/a0026836', 'pmcid': 'PMC3378918', 'MID': 'NIHMS357641'}","['Uchino BN', 'Cawthon RM', 'Smith TW', 'Light KC', 'McKenzie J', 'Carlisle M', 'Gunn H', 'Birmingham W', 'Bowen K']",10.1037/a0026836,2012 Jan 9,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",3378918,6,[],789-796,2012 Jan 9,2012 Jan 9;31(6):789-796,Health Psychol,"Social Relationships and Health: Is Feeling Positive, Negative, or Both (Ambivalent) about your Social Ties Related to Telomeres?",31
1102,"{'pubmed': [], 'medline': [], 'pmid': '22219209', 'doi': '10.1177/0898264311431303', 'pmcid': 'PMC3649068', 'MID': 'NIHMS465335'}","['Turiano NA', 'Spiro A III', 'Mroczek DK']",10.1177/0898264311431303,2012 Jan 4,Journal of aging and health,3649068,4,[],654-672,2012 Jan 4,2012 Jan 4;24(4):654-672,J Aging Health,Openness to Experience and Mortality in Men: Analysis of Trait and Facets,24
1103,"{'pubmed': [], 'medline': [], 'pmid': '22291654', 'doi': '10.3389/fphys.2011.00111', 'pmcid': 'PMC3250672'}","['Cheng L', 'Khoo MC']",10.3389/fphys.2011.00111,2012 Jan 4,Frontiers in Physiology,3250672,,[],111,2012 Jan 4,2012 Jan 4;2:111,Front Physiol,Modeling the Autonomic and Metabolic Effects of Obstructive Sleep Apnea: A Simulation Study,2
1104,"{'pubmed': [], 'medline': [], 'pmid': '22236402', 'doi': '10.1111/j.1469-8986.2011.01335.x', 'pmcid': 'PMC3403707', 'MID': 'NIHMS342045'}","['Sauder KA', 'Johnston ER', 'Skulas-Ray AC', 'Campbell TS', 'West SG']",10.1111/j.1469-8986.2011.01335.x,2012 Jan 3,Psychophysiology,3403707,4,[],470-477,2012 Jan 3,2012 Jan 3;49(4):470-477,Psychophysiology,Effect of meal content on heart rate variability and cardiovascular reactivity to mental stress,49
1105,"{'pubmed': [], 'medline': [], 'pmid': '22319494', 'doi': '10.3389/fnevo.2011.00007', 'pmcid': 'PMC3251816'}","['Corey TP', 'Shoup-Knox ML', 'Gordis EB', 'Gallup GG Jr']",10.3389/fnevo.2011.00007,2012 Jan 3,Frontiers in Evolutionary Neuroscience,3251816,,[],7,2012 Jan 3,2012 Jan 3;3:7,Front Evol Neurosci,"Changes in Physiology before, during, and after Yawning",3
1106,"{'pubmed': [], 'medline': [], 'pmid': '22697452', 'doi': '10.1016/j.beth.2011.12.002', 'pmcid': 'PMC3475510', 'MID': 'NIHMS413269'}","['Bagner DM', 'Graziano PA', 'Jaccard J', 'Sheinkopf SJ', 'Vohr BR', 'Lester BM']",10.1016/j.beth.2011.12.002,2012 Jan 2,Behavior therapy,3475510,3,[],652-665,2012 Jan 2,2012 Jan 2;43(3):652-665,Behav Ther,An Initial Investigation of Baseline Respiratory Sinus Arrhythmia as a Moderator of Treatment Outcome for Young Children Born Premature with Externalizing Behavior Problems,43
1107,"{'pubmed': [], 'medline': [], 'pmid': '23366747', 'doi': '10.1109/EMBC.2012.6346786', 'pmcid': 'PMC4900816', 'MID': 'NIHMS789542'}","['Baboli M', 'Singh A', 'Hafner N', 'Lubecke V']",10.1109/EMBC.2012.6346786,,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference,4900816,,[],3764-3767,2012,2012;2012:3764-3767,Conf Proc IEEE Eng Med Biol Soc,Parametric Study of Antennas for Long Range Doppler Radar Heart Rate Detection,2012
1108,"{'pubmed': [], 'medline': [], 'pmid': '22458874', 'doi': '10.1080/10888705.2012.658330', 'pmcid': 'PMC3994748', 'MID': 'NIHMS559186'}","['Baker KC', 'Crockett CM', 'Lee GH', 'Oettinger BC', 'Schoof V', 'Thom JP']",10.1080/10888705.2012.658330,,Journal of applied animal welfare science : JAAWS,3994748,2,[],126-143,2012,2012;15(2):126-143,J Appl Anim Welf Sci,Pair Housing for Female Longtailed and Rhesus Macaques in the Laboratory: Behavior in Protected Contact Versus Full Contact,15
1109,"{'pubmed': [], 'medline': [], 'pmid': '23584112', 'pmcid': 'PMC3763687'}","['Thomas S', 'Bacon AK', 'Sinha R', 'Uhart M', 'Adinoff B']",,,Alcohol Research : Current Reviews,3763687,4,[],459-467,2012,2012;34(4):459-467,Alcohol Res,Clinical Laboratory Stressors Used to Study Alcohol–Stress Relationships,34
1110,"{'pubmed': [], 'medline': [], 'pmid': '23100854', 'doi': '10.1177/0098628311430172', 'pmcid': 'PMC3478779', 'MID': 'NIHMS412554'}","['Eisenberg N', 'Sulik MJ']",10.1177/0098628311430172,,"Teaching of psychology (Columbia, Mo.)",3478779,1,[],77-83,2012 Jan 1,2012 Jan 1;39(1):77-83,Teach Psychol,Emotion-Related Self-Regulation in Children,39
1111,"{'pubmed': [], 'medline': [], 'pmid': '22837647', 'doi': '10.1016/j.avb.2011.10.001', 'pmcid': 'PMC3402358', 'MID': 'NIHMS335067'}","['Perkins S', 'Graham-Bermann S']",10.1016/j.avb.2011.10.001,,Aggression and violent behavior,3402358,1,[],89-98,2012 Jan-Feb,2012 Jan-Feb;17(1):89-98,Aggress Violent Behav,"Violence Exposure and the Development of School-Related Functioning: Mental Health, Neurocognition, and Learning",17
1112,"{'pubmed': [], 'medline': [], 'pmid': '22518354', 'doi': '10.4103/2230-8229.94007', 'pmcid': 'PMC3326766'}",['Abdel-Rahman TA'],10.4103/2230-8229.94007,,Journal of Family and Community Medicine,3326766,1,[],20-25,2012 Jan-Apr,2012 Jan-Apr;19(1):20-25,J Family Community Med,Orthostatic hypotension before and after meal intake in diabetic patients and healthy elderly people,19
1113,"{'pubmed': [], 'medline': [], 'pmid': '22211440', 'doi': '10.1080/15299732.2011.608628', 'pmcid': 'PMC3295227', 'MID': 'NIHMS358680'}","['Sledjeski EM', 'Delahanty DL']",10.1080/15299732.2011.608628,,Journal of trauma & dissociation : the official journal of the International Society for the Study of Dissociation (ISSD),3295227,1,[],32-50,2012,2012;13(1):32-50,J Trauma Dissociation,Prior peritraumatic dissociative experiences affect autonomic reactivity during trauma recall,13
1114,"{'pubmed': [], 'medline': [], 'pmid': '22215928', 'doi': '10.5665/sleep.1604', 'pmcid': 'PMC3242681'}","['Pogach MS', 'Punjabi NM', 'Thomas N', 'Thomas RJ']",10.5665/sleep.1604,2012 Jan 1,Sleep,3242681,1,[],139-148,2012 Jan 1,2012 Jan 1;35(1):139-148,Sleep,Electrocardiogram-Based Sleep Spectrogram Measures of Sleep Stability and Glucose Disposal in Sleep Disordered Breathing,35
1115,"{'pubmed': [], 'medline': [], 'pmid': '22108734', 'doi': '10.1016/j.hfc.2011.08.011', 'pmcid': 'PMC3223374', 'MID': 'NIHMS320871'}","['Strait JB', 'Lakatta EG']",10.1016/j.hfc.2011.08.011,,Heart failure clinics,3223374,1,[],143-164,2012 Jan,2012 Jan;8(1):143-164,Heart Fail Clin,Aging-associated cardiovascular changes and their relationship to heart failure,8
1116,"{'pubmed': [], 'medline': [], 'pmid': '22081773', 'doi': '10.1016/j.rasd.2011.04.003', 'pmcid': 'PMC3212393', 'MID': 'NIHMS297623'}","['Levine TP', 'Sheinkopf SJ', 'Pescosolido M', 'Rodino A', 'Elia G', 'Lester B']",10.1016/j.rasd.2011.04.003,,Research in autism spectrum disorders,3212393,1,[],177-183,2012 Winter,2012 Winter;6(1):177-183,Res Autism Spectr Disord,Physiologic Arousal to Social Stress in Children with Autism Spectrum Disorders: A Pilot Study,6
1117,"{'pubmed': [], 'medline': [], 'pmid': '22203318', 'doi': '10.1007/s00213-011-2618-4', 'pmcid': 'PMC3346884', 'MID': 'NIHMS353214'}","['Garland EL', 'Franken IH', 'Howard MO']",10.1007/s00213-011-2618-4,2011 Dec 28,Psychopharmacology,3346884,1,[],17-26,2011 Dec 28,2011 Dec 28;222(1):17-26,Psychopharmacology (Berl),Cue-Elicited Heart Rate Variability and Attentional Bias Predict Alcohol Relapse Following Treatment,222
1118,"{'pubmed': [], 'medline': [], 'pmid': '22191488', 'doi': '10.1111/j.1469-7610.2011.02470.x', 'pmcid': 'PMC4048702', 'MID': 'NIHMS321288'}","['Wetter EK', 'El-Sheikh M']",10.1111/j.1469-7610.2011.02470.x,2011 Dec 23,"Journal of child psychology and psychiatry, and allied disciplines",4048702,2,[],168-177,2011 Dec 23,2011 Dec 23;53(2):168-177,J Child Psychol Psychiatry,"Trajectories of children's internalizing symptoms: The role of maternal internalizing symptoms, respiratory sinus arrhythmia, and child sex",53
1119,"{'pubmed': [], 'medline': [], 'pmid': '22182294', 'doi': '10.1037/a0026518', 'pmcid': 'PMC3341487', 'MID': 'NIHMS368086'}","['Eisenberg N', 'Sulik MJ', 'Spinrad TL', 'Edwards A', 'Eggum ND', 'Liew J', 'Sallquist J', 'Popp TK', 'Smith CL', 'Hart D']",10.1037/a0026518,2011 Dec 19,Developmental Psychology,3341487,3,[],755-768,2011 Dec 19,2011 Dec 19;48(3):755-768,Dev Psychol,Differential Susceptibility and the Early Development of Aggression: Interactive Effects of Respiratory Sinus Arrhythmia and Environmental Quality,48
1120,"{'pubmed': [], 'medline': [], 'pmid': '22174403', 'doi': '10.1152/japplphysiol.01152.2011', 'pmcid': 'PMC3311658'}","['Clark MT', 'Rusin CG', 'Hudson JL', 'Lee H', 'Delos JB', 'Guin LE', 'Vergales BD', 'Paget-Brown A', 'Kattwinkel J', 'Lake DE', 'Moorman JR']",10.1152/japplphysiol.01152.2011,2011 Dec 15,Journal of Applied Physiology,3311658,5,[],859-867,2011 Dec 15,2011 Dec 15;112(5):859-867,J Appl Physiol (1985),Breath-by-breath analysis of cardiorespiratory interaction for quantifying developmental maturity in premature infants,112
1121,"{'pubmed': [], 'medline': [], 'pmid': '22168827', 'doi': '10.1186/1756-0500-4-539', 'pmcid': 'PMC3265556'}","['Konold T', 'Bone GE']",10.1186/1756-0500-4-539,2011 Dec 14,BMC Research Notes,3265556,,[],539,2011 Dec 14,2011 Dec 14;4:539,BMC Res Notes,Heart rate variability analysis in sheep affected by transmissible spongiform encephalopathies,4
1122,"{'pubmed': [], 'medline': [], 'pmid': '22148947', 'doi': '10.1037/a0026519', 'pmcid': 'PMC4078043', 'MID': 'NIHMS592706'}","['Del Giudice M', 'Hinnant JB', 'Ellis BJ', 'El-Sheikh M']",10.1037/a0026519,2011 Dec 12,Developmental psychology,4078043,3,[],775-790,2011 Dec 12,2011 Dec 12;48(3):775-790,Dev Psychol,Adaptive Patterns of Stress Responsivity: A Preliminary Investigation,48
1123,"{'pubmed': [], 'medline': [], 'pmid': '24672284', 'doi': '10.1111/j.1532-7078.2011.00109.x', 'pmcid': 'PMC3963520', 'MID': 'NIHMS563315'}","['Mallin BM', 'Richards JE']",10.1111/j.1532-7078.2011.00109.x,2011 Dec 8,Infancy : the official journal of the International Society on Infant Studies,3963520,6,[],692-714,2011 Dec 8,2011 Dec 8;17(6):692-714,Infancy,Peripheral Stimulus Localization by Infants of Moving Stimuli on Complex Backgrounds,17
1124,"{'pubmed': [], 'medline': [], 'pmid': '22163222', 'doi': '10.3389/fphys.2011.00095', 'pmcid': 'PMC3233900'}","['Lombardi F', 'Stein PK']",10.3389/fphys.2011.00095,2011 Dec 8,Frontiers in Physiology,3233900,,[],95,2011 Dec 8,2011 Dec 8;2:95,Front Physiol,Origin of Heart Rate Variability and Turbulence: An Appraisal of Autonomic Modulation of Cardiovascular Function,2
