,ArticleIds,AuthorList,DOI,EPubDate,FullJournalName,Id,Issue,Item,Pages,PubDate,SO,Source,Title,Volume,cites,citedby
1057,"{'pubmed': [], 'medline': [], 'pmid': '22559138', 'doi': '10.1017/S0954579412000235', 'pmcid': 'PMC4353562', 'MID': 'NIHMS666949'}","['WAUGH CE', 'MUHTADIE L', 'THOMPSON RJ', 'JOORMANN J', 'GOTLIB IH']",10.1017/S0954579412000235,,Development and psychopathology,4353562,2,[],661-675,2012 May,2012 May;24(2):661-675,Dev Psychopathol,Affective and physiological responses to stress in girls at elevated risk for depression,24,"['3132556', '3128334', '2875335', '2836928', '2796553', '2755263', '2704098', '2657932', '2559463', '2373542', '31909']","['5450800', '5003774', '4832012', '4774890', '4405143', '4165713', '4007391']"
1058,"{'pubmed': [], 'medline': [], 'pmid': '24278819', 'doi': '10.7453/gahmj.2012.1.2.011', 'pmcid': 'PMC3833499'}",['Alabdulgader AA'],10.7453/gahmj.2012.1.2.011,2012 May 1,Global Advances in Health and Medicine,3833499,2,[],56-64,2012 May 1,2012 May 1;1(2):56-64,Glob Adv Health Med,Coherence: A Novel Nonpharmacological Modality for Lowering Blood Pressure in Hypertensive Patients,1,"['3224897', '3160418', '2755263', '2418728', '507555', '295184']","['4311559', '4179748', '4179616', '4010961']"
1059,"{'pubmed': [], 'medline': [], 'pmid': '22538325', 'doi': '10.1038/jp.2012.47', 'pmcid': 'PMC3531576', 'MID': 'NIHMS419605'}","['Smith S', 'Lux R', 'Haley S', 'Slater H', 'Beechy J', 'Moyer-Mileur L']",10.1038/jp.2012.47,2012 Apr 26,Journal of perinatology : official journal of the California Perinatal Association,3531576,1,[],59-64,2012 Apr 26,2012 Apr 26;33(1):59-64,J Perinatol,The effect of massage on heart rate variability in preterm infants,33,"['1821345', '1779638']","['5406680', '5389912', '5045952', '5002318', '4771488', '4745333', '4659198', '4585314', '3647010', '3434881']"
1060,"{'pubmed': [], 'medline': [], 'pmid': '22723806', 'doi': '10.2174/1874230001206010042', 'pmcid': 'PMC3377891'}","['Marmarelis V', 'Shin D', 'Zhang R']",10.2174/1874230001206010042,2012 Apr 26,The Open Biomedical Engineering Journal,3377891,,[],42-55,2012 Apr 26,2012 Apr 26;6:42-55,Open Biomed Eng J,Linear and Nonlinear Modeling of Cerebral Flow Autoregulation Using Principal Dynamic Modes,6,"['2917725', '2765466', '2714021', '2169860']","['5556173', '5240580', '5220091', '4756910', '4525694', '4122005', '4076301', '4059681', '3992829', '3625507']"
1061,"{'pubmed': [], 'medline': [], 'pmid': '25506510', 'doi': '10.4172/2155-6180.S7-013', 'pmcid': 'PMC4264539', 'MID': 'NIHMS615556'}","['Ketchum JM', 'Best AM', 'Ramakrishnan V']",10.4172/2155-6180.S7-013,2012 Apr 25,Journal of biometrics & biostatistics,4264539,,[],S7-013,2012 Apr 25,2012 Apr 25;Suppl 7:S7-013,J Biom Biostat,A Within-Subject Normal-Mixture Model with Mixed-Effects for Analyzing Heart Rate Variability,Suppl 7,[],['5516991']
1062,"{'pubmed': [], 'medline': [], 'pmid': '22738348', 'doi': '10.1186/1880-6805-31-9', 'pmcid': 'PMC3384356'}","['Kobayashi H', 'Park BJ', 'Miyazaki Y']",10.1186/1880-6805-31-9,2012 Apr 20,Journal of Physiological Anthropology,3384356,1,[],9,2012 Apr 20,2012 Apr 20;31(1):9,J Physiol Anthropol,Normative references of heart rate variability and salivary alpha-amylase in a healthy young male population,31,['2577718'],"['5580555', '5551239', '5551211', '4756174', '4661642', '4609841', '4543482', '4483722', '4377926', '4041337', '4019878', '3877911', '3817995', '3637548', '3549779', '3517532']"
1063,"{'pubmed': [], 'medline': [], 'pmid': '22514535', 'doi': '10.3389/fphys.2012.00061', 'pmcid': 'PMC3322524'}","['Reulecke S', 'Schulz S', 'Voss A']",10.3389/fphys.2012.00061,2012 Apr 10,Frontiers in Physiology,3322524,,[],61,2012 Apr 10,2012 Apr 10;3:61,Front Physiol,Autonomic Regulation during Quiet and Active Sleep States in Very Preterm Neonates,3,"['3686561', '3224473', '3114161', '3079208', '2900596', '2843516', '1474770']","['4541883', '4281868', '3812300', '3527993', '3382733']"
1064,"{'pubmed': [], 'medline': [], 'pmid': '22469621', 'doi': '10.1161/HYPERTENSIONAHA.111.190157', 'pmcid': 'PMC3383057', 'MID': 'NIHMS370265'}","['Shibao C', 'Buchowski MS', 'Chen KY', 'Yu C', 'Biaggioni I']",10.1161/HYPERTENSIONAHA.111.190157,2012 Apr 2,Hypertension,3383057,5,[],985-990,2012 Apr 2,2012 Apr 2;59(5):985-990,Hypertension,Chronic Sympathetic Attenuation and Energy Metabolism in Autonomic Failure,59,"['2151738', '425334', '425062']",['4785595']
1065,"{'pubmed': [], 'medline': [], 'pmid': '23798298', 'doi': '10.1002/cphy.c110025', 'pmcid': 'PMC4241367', 'MID': 'NIHMS603913'}","['Booth FW', 'Roberts CK', 'Laye MJ']",10.1002/cphy.c110025,,Comprehensive Physiology,4241367,2,[],1143-1211,2012 Apr,2012 Apr;2(2):1143-1211,Compr Physiol,Lack of exercise is a major cause of chronic diseases,2,"['5393375', '4515574', '4350017', '4346290', '4105011', '3988700', '3953557', '3762482', '3743048', '3696376', '3662219', '3635949', '3410432', '3404815', '3289055', '3253010', '3171655', '3144158', '3096839', '3083361', '3072565', '3062903', '3060583', '3060582', '3058560', '3056656', '3024375', '2995547', '2984379', '2982879', '2965881', '2956381', '2953393', '2951585', '2947936', '2944422', '2928357', '2927728', '2924187', '2913900', '2895574', '2894725', '2886694', '2886529', '2852022', '2847262', '2846540', '2836679', '2836182', '2831405', '2829129', '2813912', '2813818', '2806213', '2805368', '2805367', '2805366', '2805365', '2799538', '2789346', '2788906', '2785721', '2780872', '2779044', '2766439', '2762157', '2757471', '2752909', '2748863', '2739983', '2711659', '2701190', '2696527', '2694681', '2674744', '2669311', '2667452', '2660489', '2652173', '2648700', '2646098', '2637549', '2636938', '2635383', '2630780', '2628705', '2628690', '2596308', '2573045', '2570389', '2556152', '2548938', '2493587', '2453303', '2291197', '2263071', '2190779', '2117381', '2075122', '1905863', '1866251', '1762341', '1762038', '1760153', '1758476', '1724301', '1665604', '1665545', '1664895', '1462731', '1370926', '1147550', '1090641', '470760', '373255', '370132', '54366']","['5560051', '5555504', '5554260', '5541616', '5538818', '5530417', '5519831', '5474964', '5453380', '5444798', '5407960', '5404642', '5390542', '5390410', '5385383', '5385214', '5362639', '5301220', '5297181', '5296358', '5238507', '5225519', '5219949', '5209445', '5201274', '5199738', '5173028', '5161693', '5156951', '5143767', '5139105', '5136708', '5133182', '5130578', '5122318', '5120617', '5114626', '5112492', '5073206', '5067076', '5063428', '5045036', '5010533', '5003891', '4983202', '4973543', '4970791', '4967147', '4962068', '4947325', '4928447', '4926293', '4891932', '4885444', '4867246', '4861719', '4836586', '4796178', '4795831', '4736413', '4687604', '4680440', '4675797', '4657151', '4648154', '4587595', '4586100', '4576714', '4573382', '4556449', '4466155', '4427241', '4363791', '4362885', '4334091', '4233283', '4086404', '4043131', '4039663', '4032107', '4025551', '3997869', '3981549', '3972063', '3913503', '3841835', '3767482', '3706311', '3680784', '3652080', '3561330', '3474882']"
1066,"{'pubmed': [], 'medline': [], 'pmid': '25284838', 'doi': '10.1055/s-0031-1298399', 'pmcid': 'PMC4168330'}","['Reinhard J', 'Hayes-Gill BR', 'Schiermeier S', 'Hatzmann W', 'Heinrich TM', 'Hüsken-Janßen H', 'Herrmann E', 'Louwen F']",10.1055/s-0031-1298399,,Geburtshilfe und Frauenheilkunde,4168330,4,[],316-321,2012 Apr,2012 Apr;72(4):316-321,Geburtshilfe Frauenheilkd,Change of Spectral Analysis of Fetal Heart Rate During Clinical Hypnosis: a Prospective Randomised Trial from the 20th Week of Gestation Till Term,72,"['2983101', '1773844', '128562']","['4852340', '3388481']"
1067,"{'pubmed': [], 'medline': [], 'pmid': '22707866', 'doi': '10.4103/0975-9476.96528', 'pmcid': 'PMC3371565'}","['Muralikrishnan K', 'Balakrishnan B', 'Balasubramanian K', 'Visnegarawla F']",10.4103/0975-9476.96528,,Journal of Ayurveda and Integrative Medicine,3371565,2,[],91-96,2012 Apr-Jun,2012 Apr-Jun;3(2):91-96,J Ayurveda Integr Med,Measurement of the effect of Isha Yoga on cardiac autonomic nervous system using short-term heart rate variability,3,['2176143'],"['5433120', '5382821', '4959333', '4728961', '4457838', '4247158', '4019878', '3657213']"
1068,"{'pubmed': [], 'medline': [], 'pmid': '22461484', 'doi': '10.1093/schbul/sbs050', 'pmcid': 'PMC3406538'}","['Varese F', 'Smeets F', 'Drukker M', 'Lieverse R', 'Lataster T', 'Viechtbauer W', 'Read J', 'van Os J', 'Bentall RP']",10.1093/schbul/sbs050,2012 Mar 29,Schizophrenia Bulletin,3406538,4,[],661-671,2012 Mar 29,2012 Mar 29;38(4):661-671,Schizophr Bull,"Childhood Adversities Increase the Risk of Psychosis: A Meta-analysis of Patient-Control, Prospective- and Cross-sectional Cohort Studies",38,"['4095823', '3536053', '3283149', '3272393', '3127865', '3080697', '2966503', '2822662', '2632492', '2632429', '2632421', '2632373', '2632300', '2500014', '2127453', '192859']","['5581905', '5581899', '5581895', '5581886', '5531341', '5528894', '5491615', '5474127', '5450989', '5440889', '5424073', '5423952', '5417651', '5395851', '5395710', '5365360', '5358520', '5358473', '5355991', '5348513', '5331153', '5309869', '5308563', '5303718', '5288376', '5265893', '5250589', '5249082', '5240854', '5234278', '5216853', '5216848', '5178030', '5175400', '5157832', '5154060', '5147458', '5143500', '5126803', '5111576', '5098904', '5054510', '5049523', '5048145', '5029892', '5014642', '4999826', '4998249', '4995579', '4992687', '4989087', '4988737', '4972481', '4969152', '4960432', '4940219', '4936666', '4928741', '4911787', '4911761', '4903069', '4898403', '4872396', '4856312', '4855869', '4838087', '4838082', '4838077', '4833319', '4828495', '4827144', '4823320', '4816812', '4805207', '4800281', '4780307', '4778324', '4764754', '4759204', '4758150', '4753600', '4695263', '4688364', '4674908', '4673039', '4654744', '4650349', '4647297', '4593698', '4589555', '4589545', '4580512', '4575144', '4564950', '4546684', '4543096', '4527722', '4517448', '4501860', '4471284', '4467956', '4466846', '4466191', '4454466', '4429361', '4416445', '4413870', '4411885', '4393686', '4393685', '4393682', '4390138', '4373635', '4348535', '4338025', '4332936', '4312200', '4303871', '4300007', '4254696', '4253644', '4236311', '4218920', '4209412', '4193730', '4193722', '4193698', '4193690', '4166378', '4141318', '4141312', '4141309', '4141307', '4140178', '4127444', '4081841', '4059449', '4059429', '4050634', '4030208', '4006086', '3984502', '3976538', '3951033', '3934395', '3932075', '3920481', '3920312', '3870461', '3869039', '3825661', '3819353', '3819347', '3818212', '3816125', '3812323', '3796093', '3796070', '3758773', '3756772', '3686461', '3667059', '3577046', '3574136', '3406525']"
1069,"{'pubmed': [], 'medline': [], 'pmid': '22470351', 'doi': '10.3389/fphys.2012.00071', 'pmcid': 'PMC3313477'}",['Billman GE'],10.3389/fphys.2012.00071,2012 Mar 27,Frontiers in Physiology,3313477,,[],71,2012 Mar 27,2012 Mar 27;3:71,Front Physiol,Effect of Dietary Omega-3 Polyunsaturated Fatty Acids on Heart Rate and Heart Rate Variability in Animals Susceptible or Resistant to Ventricular Fibrillation,3,"['3380163', '3225923', '3217222', '3119083', '3105593', '3059945', '2950909', '2853418', '1993981', '44922', '43798']","['4906012', '3706751', '3494243', '3483717', '3423144']"
1070,"{'pubmed': [], 'medline': [], 'pmid': '22448986', 'doi': '10.1037/a0027703', 'pmcid': 'PMC3912743', 'MID': 'NIHMS449720'}","['El-Sheikh M', 'Keiley M', 'Erath S', 'Dyer WJ']",10.1037/a0027703,2012 Mar 26,Developmental psychology,3912743,1,[],92-108,2012 Mar 26,2012 Mar 26;49(1):92-108,Dev Psychol,Marital Conflict and Growth in Children's Internalizing Symptoms: The Role of Autonomic Nervous System Activity,49,"['3695441', '3170998', '2918238', '2879892', '2874672', '2843144', '2764261', '1868418']","['5233715', '5193164', '5014690', '4868795', '4698249', '4676742', '4580501', '4561594']"
1071,"{'pubmed': [], 'medline': [], 'pmid': '22461774', 'doi': '10.3389/fneng.2012.00004', 'pmcid': 'PMC3309925'}","['Laurino M', 'Menicucci D', 'Mastorci F', 'Allegrini P', 'Piarulli A', 'Scilingo EP', 'Bedini R', 'Pingitore A', 'Passera M', ""L'Abbate A"", 'Gemignani A']",10.3389/fneng.2012.00004,2012 Mar 21,Frontiers in Neuroengineering,3309925,,[],4,2012 Mar 21,2012 Mar 21;5:4,Front Neuroeng,Mind-body relationships in elite apnea divers during breath holding: a study of autonomic responses to acute hypoxemia,5,"['4888953', '1182842', '128562', '61046', '51218', '29377', '29376']",['4475556']
1072,"{'pubmed': [], 'medline': [], 'pmid': '24748915', 'doi': '10.1037/a0027706', 'pmcid': 'PMC3988280', 'MID': 'NIHMS359135'}","['Meston CM', 'Lorenz TA']",10.1037/a0027706,2012 Mar 19,"Psychological trauma : theory, research, practice and policy",3988280,4,[],350-358,2012 Mar 19,2012 Mar 19;5(4):350-358,Psychol Trauma,Physiological stress responses predict sexual functioning and satisfaction differently in women who have and have not been sexually abused in childhood,5,"['3307865', '3307829', '3240713', '3085649', '2908487', '2872178', '2859306', '2798922', '2703719']","['4633338', '4527939', '4509856']"
1073,"{'pubmed': [], 'medline': [], 'pmid': '22457646', 'doi': '10.3389/fnhum.2012.00054', 'pmcid': 'PMC3307046'}","['Libby DJ', 'Worhunsky PD', 'Pilver CE', 'Brewer JA']",10.3389/fnhum.2012.00054,2012 Mar 19,Frontiers in Human Neuroscience,3307046,,[],54,2012 Mar 19,2012 Mar 19;6:54,Front Hum Neurosci,Meditation-induced changes in high-frequency heart rate variability predict smoking outcomes,6,"['5017873', '4203918', '3280682', '3260347', '3191261', '3122270', '3045038', '2990812', '2905496', '2713002', '1828207', '1794538']","['5223166', '4956523', '4801752', '4779536', '4717844', '3971190', '3888936', '3887509', '3728977', '3434285']"
1074,"{'pubmed': [], 'medline': [], 'pmid': '22438935', 'doi': '10.1371/journal.pone.0033459', 'pmcid': 'PMC3306403'}","['Bär KJ', 'Rachow T', 'Schulz S', 'Bassarab K', 'Haufe S', 'Berger S', 'Koch K', 'Voss A']",10.1371/journal.pone.0033459,2012 Mar 16,PLoS ONE,3306403,3,[],e33459,2012 Mar 16,2012 Mar 16;7(3):e33459,PLoS One,The Phrenic Component of Acute Schizophrenia – A Name and Its Physiological Reality,7,"['3053092', '2983101', '2930351', '2900596', '2704889', '2642894', '1277021', '1038921']","['5423936', '4972482', '4764485', '4478389', '4371554', '4281869', '4281868', '4148625', '3756770']"
1075,"{'pubmed': [], 'medline': [], 'pmid': '22424877', 'doi': '10.1016/j.pain.2011.12.017', 'pmcid': 'PMC4219317', 'MID': 'NIHMS349672'}","['Gray L', 'Lang CW', 'Porges SW']",10.1016/j.pain.2011.12.017,2012 Mar 15,Pain,4219317,5,[],960-966,2012 Mar 15,2012 Mar 15;153(5):960-966,Pain,Warmth is Analgesic in Healthy Newborns,153,"['4211637', '3047508', '2785220', '2658818', '2549876', '2225385', '1890009', '1721639', '139493', '28282', '19815']",['4338320']
1076,"{'pubmed': [], 'medline': [], 'pmid': '22416233', 'doi': '10.3389/fphys.2012.00045', 'pmcid': 'PMC3299415'}","['Cabiddu R', 'Cerutti S', 'Viardot G', 'Werner S', 'Bianchi AM']",10.3389/fphys.2012.00045,2012 Mar 9,Frontiers in Physiology,3299415,,[],45,2012 Mar 9,2012 Mar 9;3:45,Front Physiol,Modulation of the Sympatho-Vagal Balance during Sleep: Frequency Domain Study of Heart Rate Variability and Respiration,3,"['3081328', '3046105', '2869347', '2698607', '1978378', '538288']","['5420587', '4404104', '4393423', '4263095', '4096208', '4044754', '3825442', '3563866', '3488696']"
1077,"{'pubmed': [], 'medline': [], 'pmid': '22398300', 'doi': '10.1016/j.chiabu.2011.09.012', 'pmcid': 'PMC3345516', 'MID': 'NIHMS354446'}","['Shenk CE', 'Putnam FW', 'Noll JG']",10.1016/j.chiabu.2011.09.012,2012 Mar 6,Child abuse & neglect,3345516,2,[],118-126,2012 Mar 6,2012 Mar 6;36(2):118-126,Child Abuse Negl,Experiential Avoidance and the Relationship between Child Maltreatment and PTSD Symptoms: Preliminary Evidence,36,"['3816014', '3455932', '3100742', '2966503', '2894717', '2723796', '2700625', '2266091', '2094109']","['5344908', '4966883', '4493441', '3709003', '3444146']"
1078,"{'pubmed': [], 'medline': [], 'pmid': '22388694', 'doi': '10.1038/ijos.2012.7', 'pmcid': 'PMC3412660'}","['Hanamoto H', 'Niwa H', 'Sugimura M', 'Morimoto Y']",10.1038/ijos.2012.7,2012 Mar 2,International Journal of Oral Science,3412660,1,[],24-29,2012 Mar 2,2012 Mar 2;4(1):24-29,Int J Oral Sci,Autonomic and cardiovascular effects of pentobarbital anesthesia during trigeminal stimulation in cats,4,"['2269357', '1786121', '1665248', '1360003']","['5408196', '5318455']"
1079,"{'pubmed': [], 'medline': [], 'pmid': '22447474', 'doi': '10.5830/CVJA-2011-018', 'pmcid': 'PMC3721889'}","['Sookan T', 'Mckune AJ']",10.5830/CVJA-2011-018,,Cardiovascular Journal of Africa,3721889,2,[],67-72,2012 Mar,2012 Mar;23(2):67-72,Cardiovasc J Afr,Heart rate variability in physically active individuals: reliability and gender characteristics,23,"['1728778', '1725038']","['5384054', '4730531', '4728954', '4693662', '4080916', '3599360']"
1080,"{'pubmed': [], 'medline': [], 'pmid': '23646002', 'doi': '10.1111/j.1532-7078.2012.00118.x', 'pmcid': 'PMC3640595', 'MID': 'NIHMS355087'}","['Schuetze P', 'Eiden RD', 'Colder CR', 'Gray TR', 'Huestis MA']",10.1111/j.1532-7078.2012.00118.x,2012 Feb 29,Infancy : the official journal of the International Society on Infant Studies,3640595,2,[],233-255,2012 Feb 29,2012 Feb 29;18(2):233-255,Infancy,Physiological Regulation at 9 Months of Age in Infants Prenatally Exposed to Cigarettes,18,"['4072203', '3183283', '3170998', '3165042', '3092294', '2585825', '1538973']",[]
1081,"{'pubmed': [], 'medline': [], 'pmid': '22426223', 'doi': '10.1038/ncomms1705', 'pmcid': 'PMC3518900', 'MID': 'NIHMS424655'}","['Bashan A', 'Bartsch RP', 'Kantelhardt JW', 'Havlin S', 'Ivanov PC']",10.1038/ncomms1705,2012 Feb 28,Nature communications,3518900,,[],702,2012 Feb 28,2012 Feb 28;3:702,Nat Commun,Network physiology reveals relations between network topology and physiological function,3,"['2894436', '2674385', '1242583']","['5521738', '5508011', '5471314', '5436652', '5380073', '5290536', '5102470', '5052623', '5045172', '4962032', '4834901', '4822446', '4822443', '4822440', '4800309', '4783785', '4773515', '4670133', '4640580', '4621422', '4620446', '4542502', '4440209', '4376075', '4319215', '4292803', '4270352', '4260484', '4256023', '4183474', '4104318', '3883640', '3766492', '3749196', '3444802']"
1082,"{'pubmed': [], 'medline': [], 'pmid': '22375128', 'doi': '10.3389/fphys.2012.00041', 'pmcid': 'PMC3286819'}","['Huikuri HV', 'Stein PK']",10.3389/fphys.2012.00041,2012 Feb 27,Frontiers in Physiology,3286819,,[],41,2012 Feb 27,2012 Feb 27;3:41,Front Physiol,Clinical Application of Heart Rate Variability after Acute Myocardial Infarction,3,['2655314'],"['4973093', '4592540', '4524547', '4340167', '3646393']"
1083,"{'pubmed': [], 'medline': [], 'pmid': '22387929', 'doi': '10.1016/j.biopsycho.2012.02.010', 'pmcid': 'PMC3327158', 'MID': 'NIHMS364825'}","['Kubzansky LD', 'Mendes WB', 'Appleton AA', 'Block J', 'Adler GK']",10.1016/j.biopsycho.2012.02.010,2012 Feb 23,Biological Psychology,3327158,1,[],1-9,2012 Feb 23,2012 Feb 23;90(1):1-9,Biol Psychol,A Heartfelt Response: Oxytocin Effects on Response to Social Stress in Men and Women,90,"['3397424', '3196334', '3190211', '2929763', '2889126', '2858778', '2805640', '2790291', '2585803', '2535927', '2104760', '1868418']","['5482285', '5400019', '5395354', '5089904', '4895196', '4764412', '4670292', '4633405', '4618716', '4565056', '4560652', '4408143', '4302708', '4274653', '4127329', '4122242', '4021009', '4019377', '3986606', '3812261', '3613775', '3402118']"
1084,"{'pubmed': [], 'medline': [], 'pmid': '22390944', 'doi': '10.1016/j.neuroscience.2012.02.020', 'pmcid': 'PMC3352601', 'MID': 'NIHMS365707'}","['Dergacheva O', 'Bateman R', 'Byrne P', 'Mendelowitz D']",10.1016/j.neuroscience.2012.02.020,2012 Feb 21,Neuroscience,3352601,,[],12-20,2012 Feb 21,2012 Feb 21;209:12-20,Neuroscience,Orexinergic modulation of GABAergic neurotransmission to cardiac vagal neurons in the brainstem nucleus ambiguus changes during development,209,"['3207963', '2813532', '18213']","['5102318', '4255462', '3904254', '3904253', '3742984']"
1085,"{'pubmed': [], 'medline': [], 'pmid': '22350435', 'doi': '10.1007/s11517-012-0866-z', 'pmcid': 'PMC3341131', 'MID': 'NIHMS364589'}","['Kodituwakku S', 'Lazar SW', 'Indic P', 'Chen Z', 'Brown EN', 'Barbieri R']",10.1007/s11517-012-0866-z,2012 Feb 21,Medical & biological engineering & computing,3341131,3,[],261-275,2012 Feb 21,2012 Feb 21;50(3):261-275,Med Biol Eng Comput,Point Process Time-Frequency Analysis Of Dynamic Respiratory Patterns During Meditation Practice,50,"['3208812', '2921532', '2804879', '2342859', '2278853', '1828207', '1361002']","['4895172', '3797386', '3536621', '3269663']"
1086,"{'pubmed': [], 'medline': [], 'pmid': '22454685', 'doi': '10.1155/2012/817378', 'pmcid': 'PMC3290927'}","['Gao XY', 'Liu K', 'Zhu B', 'Litscher G']",10.1155/2012/817378,2012 Feb 21,Evidence-based Complementary and Alternative Medicine : eCAM,3290927,,[],817378,2012 Feb 21,2012 Feb 21;2012:817378,Evid Based Complement Alternat Med,Sino-European Transcontinental Basic and Clinical High-Tech Acupuncture Studies—Part 1: Auricular Acupuncture Increases Heart Rate Variability in Anesthetized Rats,2012,"['3347632', '3163402', '3132889', '2862938', '2722207', '2686620']","['3857851', '3710613', '3708416', '3686055', '3583115', '3523683', '3359782', '3337607', '3310073']"
1087,"{'pubmed': [], 'medline': [], 'pmid': '22355326', 'doi': '10.1371/journal.pone.0030777', 'pmcid': 'PMC3280258'}","['Kemp AH', 'Quintana DS', 'Felmingham KL', 'Matthews S', 'Jelinek HF']",10.1371/journal.pone.0030777,2012 Feb 15,PLoS ONE,3280258,2,[],e30777,2012 Feb 15,2012 Feb 15;7(2):e30777,PLoS One,"Depression, Comorbid Anxiety Disorders, and Heart Rate Variability in Physically Healthy, Unmedicated Patients: Implications for Cardiovascular Risk",7,"['3463999', '3158295', '3059072', '2964458', '2847357', '2664253', '2478652', '1729201']","['5585893', '5534856', '5433908', '5414146', '5369157', '5343522', '5296425', '5070064', '5015867', '5010705', '5008645', '5007207', '4980075', '4965649', '4902487', '4891851', '4862083', '4800828', '4764485', '4726749', '4558384', '4523739', '4475552', '4451341', '4413849', '4387874', '4340212', '4338751', '4311731', '4245890', '4150387', '4108383', '4092363', '4032680', '3901664', '3897762', '3880292', '3858358', '3728204', '3695384', '3639962', '3613775', '3474769', '3464298', '3429409']"
1088,"{'pubmed': [], 'medline': [], 'pmid': '22329384', 'doi': '10.1037/a0026472', 'pmcid': 'PMC5264525', 'MID': 'NIHMS842221'}","['Blair C', 'Raver CC']",10.1037/a0026472,2012 Feb 13,Developmental psychology,5264525,3,[],647-657,2012 Feb 13,2012 Feb 13;48(3):647-657,Dev Psychol,Individual Development and Evolution: Experiential Canalization of Self-Regulation,48,"['5460626', '5264526', '4167021', '3682645', '3582360', '3495312', '3258505', '3218241', '3181727', '3138186', '3113697', '3068241', '2953563', '2900647', '2863127', '2855184', '2750899', '2174427', '2151919', '1906714', '1810586']","['5460626', '5317045', '5193164', '5191909', '4683120', '4682353', '4677125', '4519981', '4467833', '4372147', '4236853', '4060410', '3780414', '3581033']"
1089,"{'pubmed': [], 'medline': [], 'pmid': '22328805', 'doi': '10.1111/j.1467-9507.2011.00593.x', 'pmcid': 'PMC3275886', 'MID': 'NIHMS263259'}","['Blankson AN', 'O’Brien M', 'Leerkes EM', 'Marcovitch S', 'Calkins SD']",10.1111/j.1467-9507.2011.00593.x,,"Social development (Oxford, England)",3275886,1,[],1-20,2012 Feb 1,2012 Feb 1;21(1):1-20,Soc Dev,Differentiating Processes of Control and Understanding in the Early Development of Emotion and Cognition,21,"['3205459', '3004175', '2773670', '2593474', '1868418', '1513625']",['3511641']
1090,"{'pubmed': [], 'medline': [], 'pmid': '22375120', 'doi': '10.3389/fphys.2012.00004', 'pmcid': 'PMC3269663'}","['Chen Z', 'Purdon PL', 'Brown EN', 'Barbieri R']",10.3389/fphys.2012.00004,2012 Feb 1,Frontiers in Physiology,3269663,,[],4,2012 Feb 1,2012 Feb 1;3:4,Front Physiol,A Unified Point Process Probabilistic Framework to Assess Heartbeat Dynamics and Autonomic Cardiovascular Control,3,"['3341131', '3299323', '3132892', '3059729', '3010293', '2952361', '2855224', '2804879', '2804255', '2707847', '2651543']",['3488696']
1091,"{'pubmed': [], 'medline': [], 'pmid': '22294807', 'doi': '10.5665/sleep.1616', 'pmcid': 'PMC3250356'}","['Yiallourou SR', 'Sands SA', 'Walker AM', 'Horne RS']",10.5665/sleep.1616,2012 Feb 1,Sleep,3250356,2,[],177-186,2012 Feb 1,2012 Feb 1;35(2):177-186,Sleep,Maturation of Heart Rate and Blood Pressure Variability during Sleep in Term-Born Infants,35,"['3105282', '3098945', '2911220', '2542960', '1717554', '1474770']","['4894250', '4719313', '4576338', '3896589', '3742984', '3647010', '3513509']"
1092,"{'pubmed': [], 'medline': [], 'pmid': '22289913', 'doi': '10.1113/jphysiol.2011.222422', 'pmcid': 'PMC3573317'}","['Ben-Tal A', 'Shamailov SS', 'Paton JF']",10.1113/jphysiol.2011.222422,2012 Jan 30,The Journal of Physiology,3573317,Pt 8,[],1989-2008,2012 Jan 30,2012 Jan 30;590(Pt 8):1989-2008,J Physiol,Evaluating the physiological significance of respiratory sinus arrhythmia: looking beyond ventilation–perfusion efficiency,590,"['2965826', '2853263']","['5157093', '4794276', '4751338', '4740386', '4512751', '4398520', '4299432', '4294570', '4252616', '4230776', '4146737', '4129633', '4070480', '4052709', '4019878', '3683976', '3596815']"
1093,"{'pubmed': [], 'medline': [], 'pmid': '22286850', 'doi': '10.1097/PSY.0b013e318240803a', 'pmcid': 'PMC3674026', 'MID': 'NIHMS471222'}","['Kamkwalala A', 'Norrholm SD', 'Poole JM', 'Brown A', 'Donley S', 'Duncan E', 'Bradley B', 'Ressler KJ', 'Jovanovic T']",10.1097/PSY.0b013e318240803a,2012 Jan 27,Psychosomatic medicine,3674026,2,[],153-159,2012 Jan 27,2012 Jan 27;74(2):153-159,Psychosom Med,Dark-Enhanced Startle Responses and Heart Rate Variability in a Traumatized Civilian Sample: Putative Sex-Specific Correlates of Posttraumatic Stress Disorder,74,"['3749920', '3603297', '3095778', '2795091', '2785858', '2569763', '2443704', '2441757', '1828879', '1457099']","['5566406', '5286726', '4774049', '4461555', '4249685', '4107514', '4004724', '3846696', '3750970', '3724495', '3687045', '3674105']"
1094,"{'pubmed': [], 'medline': [], 'pmid': '22305881', 'doi': '10.1016/j.ejphar.2012.01.008', 'pmcid': 'PMC3288554', 'MID': 'NIHMS352432'}","['El-Mas MM', 'Abdel-Rahman AA']",10.1016/j.ejphar.2012.01.008,2012 Jan 24,European Journal of Pharmacology,3288554,1-3,[],95-100,2012 Jan 24,2012 Jan 24;679(1-3):95-100,Eur J Pharmacol,Exacerbation of myocardial dysfunction and autonomic imbalance contribute to the estrogen-dependent chronic hypotensive effect of ethanol in female rats,679,"['3026607', '2975514', '2805864', '2803626', '1993980']","['5272804', '4549171', '3999510', '3671379']"
